sr. no.,Country,text,timestamp,tweet_url,likes,retweets,Related to Covid,Tweet Type,Tweet Sub-Type
293,Canada,"From climate action to economic development and deepening trade ties, President @SE_Rajoelina and I are finding common ground on issues that matter to people in Canada and Madagascar. More on today's meeting:  https://bit.ly/2vho4HZ  pic.twitter.com/qk1CP3wMUV",2020-02-09 21:02:53,/JustinTrudeau/status/1226612456841207808,592,83,No,,
294,Canada,"Female entrepreneurs create jobs in our communities & grow our economies. @mary_ng, @jacqui_oneill, and I met with three women who shared their incredible success stories, lessons they learned, and what we can do to help more small businesses scale up & grow in Canada & Ethiopia. pic.twitter.com/J03NGX40OS",2020-02-09 21:57:18,/JustinTrudeau/status/1226626150824280064,755,123,No,,
295,Canada,"Canada has one of the world’s largest Somali diaspora communities, and the people-to-people ties between our two countries run deep. Today, I met with President @M_Farmaajo and talked about building on those ties, increasing economic cooperation, and more:  https://bit.ly/3bp4bQ0  pic.twitter.com/IGCND5Fg1q",2020-02-09 22:47:13,/JustinTrudeau/status/1226638710592151553,2435,520,No,,
296,Canada,"Earlier today, I spoke to the media about what we’ve accomplished on our visit to Africa so far & the progress we’re making with our partners from across the region. Check it out here:  https://twitter.com/CanadianPM/status/1226478602029535233 …",2020-02-10 00:03:52,/JustinTrudeau/status/1226658000137596930,869,133,No,,
297,Canada,We’ve wrapped up another busy day of meetings & there’s more to come tomorrow. We’ll keep finding new ways to work with our partners in Africa to help people & businesses on both sides of the Atlantic. pic.twitter.com/bE8G6Qqi69,2020-02-10 00:46:42,/JustinTrudeau/status/1226668781696684032,2079,248,No,,
298,Canada,"Canada stands with the people of Burkina Faso as they confront important security & humanitarian challenges. In today’s meeting, President @rochkaborepf and I talked about the need to fight terrorism, increase trade, and more:  https://bit.ly/3bu1tbF  pic.twitter.com/Gr2c2Fde6F",2020-02-10 20:01:15,/JustinTrudeau/status/1226959334212546560,715,117,No,,
299,Canada,I sat down with Prime Minister Sheikh Sabah in Kuwait. We spoke about the current situation in the Middle East and discussed opportunities to strengthen the ties between our two countries. More on our meeting here: https://pm.gc.ca/en/news/readouts/2020/02/10/prime-minister-justin-trudeau-meets-his-highness-prime-minister-sheikh …,2020-02-10 23:38:14,/JustinTrudeau/status/1227013938056962048,633,102,No,,
300,Canada,"Thanks to the strength & ambition of Canada’s tech sector, @Ceridian is choosing Canadian talent once again. This type of investment is great news for our workers & this growing sector. https://twitter.com/Ceridian/status/1226849499974447105 …",2020-02-11 15:20:47,/JustinTrudeau/status/1227251140284342272,675,144,No,,
301,Canada,"Canada & Kuwait have long been friends. This morning, I thanked Emir Sheikh Sabah Al-Ahmad Al-Jaber Al-Sabah and the Kuwaiti government for supporting our @CanadianForces troops stationed there. We also spoke about stability & security in the region. More:  https://bit.ly/37eREuZ  pic.twitter.com/eHGYBd6uyx",2020-02-11 16:50:19,/JustinTrudeau/status/1227273670097285120,550,73,No,,
302,Canada,"After spending time with the women & men of the @CanadianForces to thank them for their service, and meeting with Kuwaiti leadership to address issues that matter most to Canadians & Kuwaitis, we’re now on our way to Senegal. More on our time in Kuwait: https://pm.gc.ca/en/news/news-releases/2020/02/11/promoting-security-and-stability-prime-minister-visits-kuwait-and …",2020-02-11 18:33:10,/JustinTrudeau/status/1227299554283982850,698,87,No,,
303,Canada,"With more Canadians returning home from China, the Incident Response Group spoke today about the actions we’re taking to prevent & limit the spread of the coronavirus in Canada. We also discussed support for Canadians on the cruise ship off Japan’s coast: https://pm.gc.ca/en/news/readouts/2020/02/11/prime-minister-trudeau-convenes-incident-response-group-update-canadas …",2020-02-11 20:20:14,/JustinTrudeau/status/1227326498937413632,492,82,Yes,Action,Message that the government is working
304,Canada,"With almost one million people of Caribbean descent living in Canada, our relationships in the region run deep. We’ll build on these by working together to fight climate change, promote trade, and more when we meet with CARICOM leaders next week: https://pm.gc.ca/en/news/news-releases/2020/02/11/prime-minister-travel-barbados-meet-caribbean-community-leaders …",2020-02-11 21:01:22,/JustinTrudeau/status/1227336851943546882,842,126,No,,
305,Canada,I spoke with Prime Minister @kmitsotakis earlier today about trade between Canada & Greece and the opportunities CETA is creating for people & businesses in both our countries. More on our conversation here: https://pm.gc.ca/en/news/readouts/2020/02/11/prime-minister-justin-trudeau-speaks-prime-minister-greece-kyriakos …,2020-02-11 23:52:33,/JustinTrudeau/status/1227379927806291970,468,70,No,,
306,Canada,"We all benefit when women participate fully in our societies. It’s true in every field. From Roberta Bondar to Donna Strickland, Canada has had many amazing women in science. But we need more. That’s why we’ll always be a strong supporter of #WomenInSTEM.",2020-02-12 01:01:46,/JustinTrudeau/status/1227397350378872833,2994,444,No,,
307,Canada,"No child should ever be forced to bear arms. On this International Day Against the Use of Child Soldiers, we recommit to building a future where children are not used as weapons of war. #ChildrenNotSoldiers https://pm.gc.ca/en/news/statements/2020/02/12/statement-prime-minister-international-day-against-use-child-soldiers …",2020-02-12 14:34:10,/JustinTrudeau/status/1227601797302407170,1772,393,No,,
308,Canada,A sad day for Canadian journalism. Christie Blatchford was a trailblazer & an iconic voice for readers across the country. She was a relentless storyteller with a wicked sense of humour - she will be dearly missed.,2020-02-12 17:57:10,/JustinTrudeau/status/1227652881312075777,2263,273,No,,
309,Canada,"My visit to Gorée Island will stay with me forever. Countless men, women, and children were sold as slaves & shipped to the Americas from here. We cannot forget the horrors & injustices of the past as we work to address the legacy of slavery & anti-Black racism in Canada. pic.twitter.com/uA1xzyQNBv",2020-02-12 20:40:50,/JustinTrudeau/status/1227694071864602625,1452,251,No,,
310,Canada,"The friendship between Canada and Senegal is strong & thriving thanks to partnerships in education, a shared commitment to fighting climate change, and a mutual interest in increasing trade. President @Macky_Sall and I spoke about that & more today:  https://bit.ly/2UJRnNY  pic.twitter.com/bcTDM147N7",2020-02-12 21:40:00,/JustinTrudeau/status/1227708960112873472,748,119,No,,
311,Canada,"Young people are shaping the future. In both Canada & Senegal, we want to help them reach new heights, put their ideas into practice & make sure women have the same opportunities as men. And that’s why we’re here supporting Dakar’s new International Development Research Centre. pic.twitter.com/zVtxSKZ26W",2020-02-12 23:27:44,/JustinTrudeau/status/1227736070932094976,925,133,No,,
312,Canada,"There’s a strong link between women’s meaningful involvement in peace operations & achieving sustainable peace. It’s why we launched the Elsie Initiative, which is increasing the number of women peacekeepers. And today in Dakar, we spoke about what else we can do to support them. pic.twitter.com/KFV0Jrorw3",2020-02-13 22:20:53,/JustinTrudeau/status/1228081634634817543,1893,275,No,,
313,Canada,"Earlier today, I spoke with Premier @jjhorgan about the ongoing protests that are disrupting rail service across the country. Read a summary of our call here: https://pm.gc.ca/en/news/readouts/2020/02/13/prime-minister-justin-trudeau-speaks-premier-british-columbia-john-horgan …",2020-02-14 00:04:01,/JustinTrudeau/status/1228107590862811136,658,144,No,,
314,Canada,"An insightful and powerful writer, Anne Kingston’s brilliance and compassion were always apparent in her work. Her passing is a tremendous loss for Canadian journalism. My thoughts are with her family and friends, and all her adoring readers.",2020-02-14 01:19:24,/JustinTrudeau/status/1228126563390107649,902,116,No,,
315,Canada,"No two nations work closer together than Canada & the US. That work continued today in Munich - I sat down with the bipartisan Congressional delegation to talk about the new NAFTA, climate change, global security, and other international issues. Details:  https://bit.ly/39E5HM7  pic.twitter.com/aRTG5thQ8C",2020-02-14 17:22:38,/JustinTrudeau/status/1228368968156577797,893,142,No,,
316,Canada,"Kim Thúy is a Vietnamese-born Canadian writer. Her family sought refuge in Canada after the fall of Saigon. This morning, we had an insightful and inspiring conversation about her story & experience, migration, and diversity. #MSC2020 pic.twitter.com/zj3Ba3QtNn",2020-02-14 20:37:05,/JustinTrudeau/status/1228417902694617088,769,119,No,,
317,Canada,"At the @MunSecConf today, I sat down with leaders from several countries - including Albania, Kazakhstan, and Niger - to talk about ways forward on some of the world’s most pressing challenges. #MSC2020 pic.twitter.com/VmC5d6VVZX",2020-02-14 20:56:51,/JustinTrudeau/status/1228422876656816128,813,139,No,,
318,Canada,"Whether we’re fighting climate change or building a safer future with initiatives like the Safer Skies Strategy, Canada will always stand up for the values & interests of Canadians. More on my time at the @MunSecConf: https://pm.gc.ca/en/news/news-releases/2020/02/14/building-more-secure-and-prosperous-future-prime-minister-attends …",2020-02-14 22:27:15,/JustinTrudeau/status/1228445628591673345,696,109,No,,
319,Canada,Premier @francoislegault and I spoke today about the protests that are disrupting rail service in Quebec and across the country & the significant economic impacts the blockades are having. More here: https://pm.gc.ca/en/news/readouts/2020/02/14/prime-minister-justin-trudeau-speaks-premier-quebec-francois-legault …,2020-02-14 22:46:06,/JustinTrudeau/status/1228450368528551936,516,98,No,,
320,Canada,"Our flag is a symbol of our rich history, and a promise of the bright future we’re building together. Today, we celebrate our Maple Leaf. #CanadianFlag https://pm.gc.ca/en/news/statements/2020/02/15/statement-prime-minister-national-flag-canada-day …",2020-02-15 14:02:31,/JustinTrudeau/status/1228680995873882113,4878,856,No,,
